Id,Category
86110,33
18872,33
79611,57
155991,18
24292,1
63022,57
92600,2
75942,35
194800,33
99820,9
71022,2
129600,53
129601,0
88862,1
2481,54
92082,52
35752,57
172220,41
76690,33
3521,4
137690,57
191142,2
79431,2
115050,50
139320,30
186370,2
148732,30
63490,22
63491,33
10380,57
10381,57
74161,57
49742,2
142952,57
131771,1
167311,23
2131,21
19221,57
130021,57
114710,18
117462,33
1382,33
13330,57
13332,56
50342,50
20820,18
146721,57
38161,33
135821,33
42722,33
145821,57
40212,33
191880,33
167620,57
81181,39
59002,33
149140,57
39421,57
196592,57
196591,40
34191,57
123240,57
30720,2
163782,57
154720,57
125680,11
143780,39
105412,33
104841,2
139080,6
1521,57
174102,2
126141,57
95922,20
50022,54
72711,28
25841,3
132300,57
117572,29
146752,3
16351,22
145581,57
164181,57
97330,33
2771,2
52931,33
197472,53
11781,33
191570,56
8812,10
178910,57
36950,33
74422,33
142482,57
167342,49
151120,2
26500,35
90232,2
67241,57
192682,33
79012,57
111610,2
160691,33
11122,57
179871,35
118060,33
118061,33
131432,33
171260,37
69111,57
191440,33
64691,3
88732,33
100341,31
40711,2
53281,33
55652,18
60682,32
42871,57
7170,2
122940,5
133730,56
133731,57
188350,57
168940,0
168941,2
180442,57
5321,57
127342,42
75551,57
67822,37
185232,57
157372,57
98652,57
153282,39
158850,57
118302,2
93290,39
120931,33
198171,57
109200,2
149620,33
2582,12
41460,2
126261,34
145500,57
174300,14
172282,49
40651,57
165952,57
31800,57
8950,18
57450,2
124081,57
190762,54
106750,38
65752,0
150642,39
192760,2
165052,22
55141,33
175760,1
109480,57
136551,33
44412,57
30420,21
187091,6
29732,33
19800,50
128672,2
128671,33
40691,33
170622,53
45151,13
81040,22
83280,33
114722,9
70220,57
90420,57
184022,57
71180,39
18820,33
74102,2
90122,1
68341,57
89282,33
28242,33
33490,32
4840,57
4842,57
138490,32
82532,33
138822,57
12712,2
120430,57
182292,2
80071,56
102570,57
60160,57
10291,54
20791,31
132372,43
22822,57
168370,33
155272,57
31300,57
6112,39
142022,43
104631,2
99801,57
169881,33
68061,57
51401,57
51402,2
171602,2
17151,22
147882,38
80390,33
80641,57
66472,57
85032,57
87860,57
189152,57
189151,22
181741,11
19871,57
96022,2
42380,57
172942,18
109992,57
109991,43
146500,57
34490,2
186640,19
186642,33
16960,57
139182,28
30490,57
78140,2
56820,57
75442,57
138061,0
158641,33
77591,57
160632,56
110611,33
114931,57
28390,57
107660,57
197852,57
147052,3
138071,57
74362,33
102530,57
120371,57
175690,39
175692,20
117050,33
60710,33
97250,57
194142,57
53580,57
9842,33
74800,57
64121,49
34822,33
190241,57
190242,57
37180,5
110311,57
35442,5
182422,57
33162,39
124131,56
8830,49
110792,39
76521,57
182050,28
136070,50
148102,56
85980,33
177062,57
46021,33
157571,53
88872,57
88870,57
77711,38
132422,57
117141,33
110321,57
110322,49
133410,36
97830,39
72081,3
113131,54
92270,53
171250,2
110421,53
1001,56
175282,2
184651,57
123551,56
178901,57
128752,33
104512,44
104511,42
12180,57
194740,2
37210,57
7621,2
42021,33
42022,2
91691,3
91692,2
81710,33
11581,33
66852,57
1661,57
166661,57
84832,57
144302,33
80852,33
88601,57
198631,1
127132,57
128402,8
186240,57
122911,2
61850,33
142440,2
107090,57
182472,19
182470,33
177962,33
187811,0
175951,33
188662,33
178060,57
178061,2
180612,2
68762,2
119200,18
52270,56
126930,56
102422,57
96990,3
105611,20
58322,33
57800,43
122172,57
25880,39
93862,27
18900,33
181,2
27850,33
19231,57
5190,32
43550,57
157700,57
127872,22
191932,11
125620,57
125622,7
15251,57
143030,3
167681,39
141691,57
18151,33
173520,57
122072,33
178670,39
51631,57
154690,57
154692,43
89201,25
93410,33
93412,33
30571,1
186321,49
97882,2
89552,57
191592,3
191591,3
194902,8
17851,57
198550,57
198551,19
129872,57
160150,30
160151,26
164912,33
154541,33
108181,2
184270,33
34792,47
149291,33
15462,57
149851,21
70740,57
143802,22
118261,22
72381,39
32420,57
125000,2
184192,2
188301,2
29401,57
25620,2
15842,57
92920,33
87000,57
57951,57
73581,57
140811,57
36750,8
148610,18
12900,34
121830,31
32360,53
32361,34
93652,33
24231,13
19982,57
191980,2
118732,33
150410,33
150412,42
57632,37
125552,13
127181,36
127182,57
153651,3
199880,33
116120,33
196372,1
189250,57
92860,2
98512,43
16212,57
53812,49
144910,57
75502,28
46810,43
198791,4
162602,53
3750,57
99022,33
36492,57
195080,57
123690,2
30551,57
66660,17
44030,57
86020,33
23741,57
193910,2
193981,33
24610,33
12100,2
12102,2
135621,57
38130,33
48702,57
20521,22
81080,57
400,20
61942,28
94171,33
94172,57
79460,42
79462,33
13461,33
89781,57
4802,57
163001,33
172302,1
15651,2
157721,57
68912,33
119480,33
132961,33
120070,50
89630,3
195861,57
188372,57
176851,12
177570,6
13630,57
156022,57
64952,2
178282,33
96892,57
101440,43
75660,57
72650,57
49840,39
129940,57
190220,39
190221,57
83810,2
157441,56
93951,57
67192,33
14022,57
88101,30
148592,53
148591,33
160392,54
113800,57
17370,57
57820,57
113061,33
170991,33
5151,33
16041,57
79701,36
141232,17
141230,29
141231,57
174600,57
81832,17
122781,57
80771,33
134920,57
169070,18
30951,57
159801,33
53951,2
11711,2
56601,33
194302,3
129982,57
64371,2
31160,57
102810,33
151401,42
73622,39
187701,54
164592,2
41600,33
61470,52
24061,57
190992,33
138912,57
109331,56
27222,4
58061,57
57030,57
5720,18
138731,2
187142,55
59451,57
143930,33
168861,33
94642,57
82770,2
32402,57
149002,33
162180,39
145561,57
27032,57
35500,56
35501,57
103422,33
70552,33
82372,33
73050,57
43571,31
3610,57
9572,57
142902,33
40981,33
184710,2
54160,39
52451,13
22462,12
20610,2
11352,22
162542,33
69421,33
88972,3
8352,33
37132,49
109542,57
119870,57
193021,2
18301,19
72541,5
3390,41
109251,33
99431,17
116300,57
116302,3
82860,2
157231,21
129591,57
17090,54
188281,53
155912,57
178002,2
44070,57
100661,30
23891,57
79441,18
12791,41
171232,33
26552,0
30601,2
52462,57
159181,57
94001,1
102850,57
199202,57
179080,33
122951,2
100321,57
10821,57
98331,20
18700,33
67030,57
136830,57
168392,2
114000,11
114001,57
114002,57
110080,33
95102,39
131712,57
25222,2
94241,33
68571,57
13131,2
121011,2
157512,53
23180,57
11950,57
167952,33
167951,2
57810,50
34762,15
60292,57
191700,4
114032,4
11230,55
31911,57
3642,3
98962,57
103210,57
77970,22
77971,27
163931,4
63572,57
71361,2
70470,57
85501,57
162200,57
115960,55
11262,57
86041,33
113111,33
191472,57
5711,57
41282,33
94690,43
199552,33
125172,17
139681,57
63230,57
60100,24
36580,3
5410,31
113542,57
154901,37
147481,5
152572,9
179721,33
14350,2
56420,33
122251,33
95281,2
108940,2
97171,2
41931,18
26322,39
111482,2
70700,13
95150,18
174062,55
74402,57
126480,44
65160,10
74191,39
87102,33
68130,2
62952,2
77621,15
81932,39
96082,57
189372,43
183630,2
131830,44
57172,28
88320,56
50900,54
91191,57
168492,2
130791,57
116341,10
28560,6
18750,18
44300,1
23970,1
5981,33
170102,57
25180,57
96062,25
179820,57
156992,57
86522,57
117500,13
125882,57
3381,48
95812,12
73710,57
134691,33
148311,1
139502,33
64212,0
193821,57
192610,41
173132,22
108272,39
190120,57
190122,1
163081,33
135840,33
104050,57
136200,2
175780,21
146640,33
111942,57
72620,57
86281,33
58182,18
99781,44
80061,2
80062,57
441,33
167502,57
35611,43
28950,53
115650,57
85411,5
96912,57
143712,28
105680,57
89702,33
186612,3
69742,57
81501,57
37871,33
29702,1
183720,32
145071,43
154421,2
30932,57
126600,57
151632,1
114940,57
126190,2
173571,2
98941,33
56370,57
175040,57
27492,31
47012,1
108211,50
50472,2
95841,33
42632,49
42631,33
193240,7
125480,32
108020,57
137212,57
136602,2
184452,57
168532,2
181340,3
181342,53
176340,2
183740,2
181180,1
39042,57
120122,55
94650,3
158061,57
177261,15
81191,35
12802,39
15052,57
102661,57
23801,57
89220,57
180311,20
40071,33
780,57
68860,2
111420,14
101680,1
78541,17
147851,33
121812,57
137050,57
141030,2
133120,29
168612,3
59580,28
117482,18
113331,2
188580,53
111281,57
169202,33
8552,2
115410,48
181582,57
164032,57
37932,57
30331,2
79280,57
115240,33
115241,18
108511,57
194392,33
53660,56
133351,57
12741,2
50551,57
10092,57
17062,47
83302,57
133502,33
109050,47
99672,28
8090,33
9891,15
29762,1
11181,57
44592,57
23220,57
172490,57
172492,33
42372,21
169360,43
169361,43
46000,18
7421,53
101120,56
101122,57
168380,36
67441,57
78602,18
23002,23
126340,33
113522,43
187010,57
17732,18
126231,53
174632,57
34262,1
185091,54
21062,11
183261,53
179971,57
145140,24
98252,2
119251,57
194331,33
40102,53
45582,33
48591,2
171022,57
82942,2
101302,57
41160,33
20071,57
55460,2
104480,4
150912,18
37581,2
54760,22
142261,57
142262,13
23332,57
154252,3
7822,57
2780,31
139711,30
16461,57
165172,57
106920,53
188912,57
158201,33
98681,57
67162,2
66830,57
148080,2
21071,33
149991,39
26461,2
61420,57
167691,39
198282,57
97620,57
97621,48
125381,33
179472,57
125361,33
2311,33
185100,56
165012,33
56470,2
56471,24
27632,21
88190,57
76351,56
129011,33
43720,57
148020,57
66061,2
24121,33
24122,33
166200,57
143440,41
4891,2
114471,57
171370,18
189120,57
8181,57
56902,33
20370,2
130101,32
130102,39
77980,32
163622,2
6271,8
128220,56
131691,30
13640,13
13641,57
13642,33
24581,26
71872,37
140880,30
190860,42
68852,57
14672,57
140621,2
27511,33
136152,2
121820,44
171551,21
45511,39
8361,33
130721,56
130722,33
76782,33
177101,33
129881,57
21201,33
21202,17
39591,0
182531,53
152810,57
187400,57
152562,33
142451,33
87402,57
102211,13
186510,6
7451,57
119960,4
169970,57
104891,41
13670,2
146002,11
80602,57
12581,2
56522,33
187990,2
135681,32
102190,2
5850,31
118391,57
3310,57
109580,1
49421,53
30810,57
156311,57
165181,26
68200,29
61522,6
51200,6
195892,33
181592,1
190382,33
56381,33
12310,33
105162,33
196762,33
6571,33
114021,33
134891,57
56861,11
15230,57
39342,57
23922,2
47070,33
51950,1
159681,57
9372,57
159302,1
95031,2
95672,2
29280,21
1121,57
15632,2
101320,53
96981,57
102240,57
102242,57
31031,33
109462,33
131472,33
141990,53
143671,57
193571,55
26392,33
89801,53
74292,57
6390,2
78232,57
51170,57
70382,57
30742,13
119621,57
6012,39
21040,57
111962,33
41261,57
18371,2
18372,57
32200,35
147111,57
46220,39
181362,57
101570,57
25450,37
67061,33
160491,33
143162,57
144832,33
57512,33
57510,22
132941,3
83010,33
184371,23
148930,57
28680,38
161292,57
194031,2
34021,57
61400,57
23511,39
33380,30
98402,39
149742,33
27172,46
29372,57
24852,57
4571,4
101250,43
157610,30
161360,2
161362,31
162790,33
132361,41
53531,57
155620,57
141051,33
37102,57
2150,39
41940,33
110810,33
110812,33
28721,33
42040,57
114901,22
54300,57
54301,0
28081,18
23752,53
187882,33
182822,57
26842,18
176821,33
114701,57
55332,1
150980,57
157240,1
13311,2
71012,33
93912,48
110180,57
110182,57
114352,2
114350,7
146121,24
199590,39
3730,21
83152,2
108240,33
130491,53
180410,57
107220,33
9921,57
20550,57
20551,57
8491,57
176541,31
130942,33
86470,57
86471,56
37970,1
170190,57
170180,33
81650,57
4522,57
73562,54
185910,57
198072,2
127940,33
59431,38
162932,3
122081,57
134180,57
49330,44
71321,1
71322,57
152600,26
38341,57
189652,39
136411,53
145591,2
161320,33
1350,57
11720,0
103141,40
133930,57
86910,18
98182,33
31142,3
125770,2
22632,57
66812,33
139652,1
34550,17
147671,57
158701,7
6651,57
99972,33
49550,57
48751,33
170380,57
68291,39
28630,57
109500,17
52670,46
21110,2
139790,38
139791,41
97041,2
199310,11
84791,57
121732,33
118851,3
151080,33
151081,2
62621,2
111791,56
161690,57
1172,17
197440,2
56930,33
190772,33
91632,57
29451,33
104251,8
77342,57
35381,18
81790,2
165260,1
138011,57
64400,57
116381,2
88830,17
96601,57
50661,53
143980,53
143982,2
16711,2
47671,12
157940,3
126660,57
197290,39
93390,57
197902,13
123201,8
136991,2
58250,57
56082,33
144942,56
136052,57
138890,2
134661,57
136700,57
121102,2
58240,57
199021,2
41180,53
34561,43
28870,7
161850,1
59131,57
144881,17
141092,33
82590,33
198062,57
68180,13
23611,49
197232,2
127072,18
127070,53
10842,33
63402,57
85651,57
188211,2
155162,2
21522,2
26220,54
130711,57
72821,54
182082,57
16401,57
27790,43
19621,39
97712,18
130971,57
6460,2
6462,57
104961,21
187501,39
120660,57
22130,57
42912,53
56240,57
73802,28
159440,37
108880,57
184940,57
44190,24
4612,33
14510,39
82192,17
125421,33
115490,17
115492,33
192562,57
171161,1
106790,1
96800,57
43830,57
195581,2
171630,57
171631,33
140471,2
9071,33
3680,33
21532,33
166910,33
166911,57
72581,22
162060,33
129850,39
196090,57
85182,57
17182,3
172161,57
11341,2
154832,55
156500,33
156501,31
34512,33
176832,33
34251,57
106872,57
112631,57
95621,2
176752,57
113810,4
130052,57
14561,57
120010,56
65771,33
65772,33
10,33
172910,8
189430,0
30480,43
30482,33
16650,54
168080,57
37701,33
24600,4
56571,13
107572,33
40931,2
85820,33
198680,57
27702,2
34501,57
198310,21
81370,54
81371,2
49250,57
30130,49
89351,33
52220,33
191602,57
117932,57
38931,43
31290,53
70632,57
170271,43
105382,33
10780,2
96190,33
121052,2
8992,57
41361,39
3760,57
48460,39
25372,57
432,2
430,33
142071,3
133541,2
92032,32
92031,2
150501,53
127440,33
130211,53
21570,2
33452,33
89381,2
64160,12
4271,43
109121,57
172062,57
74842,33
148640,43
80051,57
7202,2
25411,57
168821,13
173862,2
162480,57
67102,12
142062,57
84411,57
57681,1
127712,2
37642,57
175750,57
175751,39
86100,33
151161,2
137962,11
198082,44
37090,48
107491,33
71812,4
61030,31
170360,57
115982,22
7892,2
97011,33
69101,57
106421,57
130071,2
117730,57
183362,57
91410,43
161760,57
161761,57
150811,2
21620,57
21621,57
191531,2
20962,57
26742,33
176560,2
133241,33
133242,2
7090,57
16221,2
182160,17
182161,2
100752,2
117942,57
67762,57
177780,57
123412,33
198272,50
13351,57
32080,11
59150,18
41490,57
77571,57
129410,57
133230,33
139741,33
118031,57
19841,28
148340,28
163220,7
43270,56
82080,38
82081,2
1812,33
170020,33
184252,2
29430,33
29431,46
59011,33
64381,1
193792,57
196732,27
174310,57
14161,57
14162,57
73042,57
157221,33
76191,10
10450,2
118842,33
109882,57
6540,2
74510,57
177401,33
70982,2
86440,33
86441,33
172860,11
142990,33
113691,28
98882,57
2681,57
50360,1
98661,56
162782,33
61182,33
90931,33
114621,15
37772,57
50811,57
83592,2
129892,49
28061,57
2751,2
88161,33
131061,2
153450,47
100451,39
190330,47
115912,33
96111,57
196792,57
45740,57
142640,57
120690,21
15991,57
146391,17
194272,14
42550,2
105450,57
188810,2
188811,11
96261,39
86190,33
15110,2
64311,33
164880,2
164882,57
185252,33
174880,53
145281,2
10870,0
120052,57
77402,3
136670,54
85550,57
197312,33
37042,57
59511,2
164691,50
164692,13
157620,2
28902,38
35530,50
35532,57
168340,2
93242,5
126520,4
152112,57
165201,20
29310,2
30361,56
30362,40
79962,2
165811,33
14920,57
7691,57
127270,57
35990,2
159761,57
144530,57
154970,33
119292,57
7052,57
146512,2
40312,57
142850,57
20480,33
16762,57
145760,33
154610,2
154612,33
114840,33
39722,17
134052,39
16192,57
69680,22
40790,33
40791,1
20190,44
131952,57
187510,52
187511,1
115101,2
27921,57
24181,56
12320,33
43311,57
93040,57
118480,2
55851,54
55852,27
158450,2
112861,35
190972,2
104942,2
35492,33
187061,2
44451,33
181971,57
173402,50
128020,3
92482,33
86652,8
182020,57
13700,2
82850,57
198982,33
119361,57
14281,52
157252,17
105822,39
142182,2
115691,2
115692,21
162980,33
143860,49
69000,56
69002,28
109012,57
26021,57
95910,2
108191,57
58381,57
109531,47
77610,28
159872,33
190981,57
172312,2
73420,57
177690,56
187581,57
1221,53
181200,33
185262,33
91850,40
91851,2
141560,33
132002,3
50520,57
153371,2
39390,22
38261,57
90290,57
90292,2
13090,33
78181,55
128711,33
3541,40
58731,57
58732,3
23631,1
42840,33
176951,33
18640,57
18460,2
146042,2
177121,57
177122,10
149522,33
83161,2
103032,57
92681,53
301,2
180200,57
135251,57
159360,57
72590,11
80490,57
63292,33
179362,33
54871,57
11202,33
73372,57
47981,39
23852,33
17881,39
18421,51
163990,29
68211,8
42490,57
22601,54
147801,39
101422,33
103970,33
71531,57
77370,57
23820,55
60211,33
196901,2
108312,2
5112,18
160881,33
2730,57
2731,33
7341,53
37072,55
74462,39
85491,10
94270,21
128530,57
60950,5
78031,39
36991,2
14631,34
96540,1
31632,1
167461,2
107600,14
187351,2
130821,2
127752,57
115700,57
66050,39
9032,57
50651,57
50652,13
81841,2
20591,57
26991,53
132972,57
162812,2
54591,2
158592,21
136322,6
38220,20
38221,33
43530,39
180801,2
195400,2
198500,57
154130,33
5480,53
41312,33
143040,57
143041,33
3911,13
123380,57
46240,57
55530,17
1610,33
122382,17
28320,2
128662,49
54251,57
195212,2
122820,3
45720,27
88901,57
106810,42
51480,2
70330,57
155390,57
77012,1
54830,6
33130,53
61220,41
83572,22
10622,33
162210,31
162212,57
118272,33
111810,27
7110,57
193700,57
54440,39
171831,57
64362,13
115460,2
113431,39
102911,57
181662,57
57500,1
199780,57
183712,57
76470,33
154121,2
154122,50
108071,2
76942,35
87261,57
130781,38
4082,2
150682,2
5520,57
46720,3
45712,47
137631,57
1400,57
136532,2
123851,57
35192,33
142142,57
31861,11
133911,2
26970,28
72770,2
175171,53
192872,30
61040,57
61041,57
32860,33
20441,39
58690,57
58692,57
89342,57
40052,44
180382,33
122981,33
78102,57
120140,42
71330,57
63861,57
97150,2
55322,24
195810,57
158691,56
91211,53
149771,33
109110,33
36652,57
191361,57
144461,57
132652,33
88381,57
103341,33
117261,53
7682,57
22450,0
22452,49
8920,2
192101,33
140751,57
93322,3
2561,2
137871,57
4210,3
111822,2
93122,33
4050,39
106840,2
106842,13
95050,57
95051,11
95052,56
102481,57
71491,18
47812,2
78721,57
101291,39
148160,44
171890,53
171892,9
45881,57
55282,57
121760,33
1922,33
86181,33
80410,53
31490,57
16521,54
173780,2
173782,57
38232,27
62752,2
62750,2
22972,2
81730,33
71152,57
71151,2
41431,57
154710,57
35101,52
105192,57
98951,18
128180,2
191060,30
172501,57
31361,57
178681,46
108140,39
52880,57
35900,15
136942,2
96182,2
106830,2
198051,57
143262,57
28541,2
66481,20
177340,33
141521,2
177141,57
25440,57
138342,57
196641,2
57302,1
66031,57
98110,33
131992,57
185950,57
164961,57
73550,56
131052,2
163090,57
131281,8
42232,2
62502,12
112651,33
155642,33
32942,57
172091,31
172092,33
115621,33
98360,26
13770,33
57920,57
73472,2
153232,53
153230,9
150281,33
61570,3
61571,3
191491,22
125060,17
176511,20
53521,39
190400,33
190401,18
52512,57
134480,57
50542,57
78322,57
158991,2
76642,2
190910,2
153950,2
151002,33
191210,2
158571,54
33042,33
49112,41
21682,57
169020,2
180980,38
80782,19
168642,33
9870,57
182381,13
85832,49
50941,33
92771,57
68171,39
179662,27
83002,55
34111,57
146330,57
56400,57
19502,21
41500,57
57391,39
146141,1
130030,33
14290,57
14291,31
21432,33
21431,57
68412,57
118651,6
28600,57
158821,17
108171,57
135872,39
151172,39
71562,13
95930,33
179161,33
149792,57
45681,57
2171,33
1440,57
35390,28
115142,57
35891,57
68161,57
145961,57
127920,30
147080,57
151410,57
35080,57
78440,57
78441,33
189852,57
33951,33
199010,26
173342,33
166881,56
143842,2
44640,33
67581,46
166131,46
151681,57
160990,2
153000,18
136380,40
131860,57
130732,56
115291,1
134272,33
130881,2
166150,52
177462,39
31190,33
99000,24
193381,33
152781,39
46552,2
10071,15
61761,43
37521,2
152030,2
105832,2
105831,57
179330,26
72130,13
199172,57
158632,21
160010,57
112752,33
87721,2
116042,2
67091,57
124261,22
82480,56
82481,57
82482,2
6162,2
25800,55
25802,57
64260,5
127910,21
2852,2
161812,2
171331,30
175160,39
133511,2
98730,57
158600,57
16890,22
158352,33
119462,57
98531,2
187111,33
104911,13
130672,57
57412,57
138431,33
90212,57
34170,57
90601,15
176112,38
176111,2
49881,33
102730,4
149701,57
87300,57
5252,33
87470,30
86761,39
86762,57
47492,2
17351,3
34831,57
47251,30
108650,57
80860,18
147681,37
13621,2
144902,46
169690,57
26402,33
89462,28
19200,2
186572,18
4301,2
4302,39
134130,15
87980,56
24341,33
24342,2
12260,2
116991,2
7220,8
169561,48
76382,33
57371,53
7032,21
179312,57
43192,39
43990,3
161921,50
660,57
662,33
140560,33
188880,57
8282,57
78371,57
162530,57
94481,0
196031,3
151960,22
161400,57
197582,33
191622,57
112010,24
149390,1
91390,56
23880,57
10500,22
89512,2
89511,33
141921,2
70921,57
12931,57
173472,33
198801,54
191821,13
168921,15
118720,57
71762,18
168050,1
161721,33
196311,21
140351,57
61252,57
198910,57
144652,48
19422,56
148050,57
27041,33
191171,57
55781,33
53171,33
156141,21
141390,2
100960,56
114890,19
74240,3
74242,3
196512,13
79341,13
143792,2
85191,33
165931,1
67651,57
115851,57
189030,33
80961,57
119732,2
67912,33
24492,57
94831,57
190570,33
87710,39
90780,57
61162,33
124182,2
52011,18
158041,33
150591,57
127810,27
127811,57
109752,2
141620,57
173852,39
36552,41
36550,57
171140,33
131821,2
6481,1
24150,39
24151,33
13912,57
136440,57
8122,57
48551,38
75782,2
195982,2
17841,15
43660,21
43661,2
56050,21
193030,14
78220,57
77451,3
79922,57
159900,34
131680,9
6790,57
56261,2
149012,6
179050,57
165102,3
54842,57
104612,44
88922,2
40662,57
9982,39
51662,57
191340,57
47002,13
6820,57
174280,2
174281,33
174282,57
